si_no,mart_name,year,month,product_id,Product,sales
4216,Mart B,2021,4,PRD42,Palm Oil,2312
4217,Mart B,2021,5,PRD42,Palm Oil,2559
4218,Mart B,2021,6,PRD42,Palm Oil,2602
4219,Mart B,2021,7,PRD42,Palm Oil,2891
4220,Mart B,2021,8,PRD42,Palm Oil,2566
4221,Mart B,2021,9,PRD42,Palm Oil,2193
4222,Mart B,2021,10,PRD42,Palm Oil,2175
4223,Mart B,2021,11,PRD42,Palm Oil,2288
4224,Mart B,2021,12,PRD42,Palm Oil,1730
4225,Mart B,2018,1,PRD43,Neem Oil,655
4226,Mart B,2018,2,PRD43,Neem Oil,650
4227,Mart B,2018,3,PRD43,Neem Oil,852
4228,Mart B,2018,4,PRD43,Neem Oil,1024
4229,Mart B,2018,5,PRD43,Neem Oil,1091
4230,Mart B,2018,6,PRD43,Neem Oil,1150
4231,Mart B,2018,7,PRD43,Neem Oil,1193
4232,Mart B,2018,8,PRD43,Neem Oil,1121
4233,Mart B,2018,9,PRD43,Neem Oil,927
4234,Mart B,2018,10,PRD43,Neem Oil,908
4235,Mart B,2018,11,PRD43,Neem Oil,1042
4236,Mart B,2018,12,PRD43,Neem Oil,754
4237,Mart B,2019,1,PRD43,Neem Oil,733
4238,Mart B,2019,2,PRD43,Neem Oil,766
4239,Mart B,2019,3,PRD43,Neem Oil,1021
4240,Mart B,2019,4,PRD43,Neem Oil,1092
4241,Mart B,2019,5,PRD43,Neem Oil,1300
4242,Mart B,2019,6,PRD43,Neem Oil,1277
4243,Mart B,2019,7,PRD43,Neem Oil,1526
4244,Mart B,2019,8,PRD43,Neem Oil,1335
4245,Mart B,2019,9,PRD43,Neem Oil,1154
4246,Mart B,2019,10,PRD43,Neem Oil,1174
4247,Mart B,2019,11,PRD43,Neem Oil,1175
4248,Mart B,2019,12,PRD43,Neem Oil,824
4249,Mart B,2020,1,PRD43,Neem Oil,850
4250,Mart B,2020,2,PRD43,Neem Oil,768
4251,Mart B,2020,3,PRD43,Neem Oil,1044
4252,Mart B,2020,4,PRD43,Neem Oil,1223
4253,Mart B,2020,5,PRD43,Neem Oil,1324
4254,Mart B,2020,6,PRD43,Neem Oil,1371
4255,Mart B,2020,7,PRD43,Neem Oil,1504
4256,Mart B,2020,8,PRD43,Neem Oil,1452
4257,Mart B,2020,9,PRD43,Neem Oil,1191
4258,Mart B,2020,10,PRD43,Neem Oil,1121
4259,Mart B,2020,11,PRD43,Neem Oil,1108
4260,Mart B,2020,12,PRD43,Neem Oil,893
4261,Mart B,2021,1,PRD43,Neem Oil,888
4262,Mart B,2021,2,PRD43,Neem Oil,818
4263,Mart B,2021,3,PRD43,Neem Oil,1125
4264,Mart B,2021,4,PRD43,Neem Oil,1294
4265,Mart B,2021,5,PRD43,Neem Oil,1393
4266,Mart B,2021,6,PRD43,Neem Oil,1554
4267,Mart B,2021,7,PRD43,Neem Oil,1654
4268,Mart B,2021,8,PRD43,Neem Oil,1401
4269,Mart B,2021,9,PRD43,Neem Oil,1249
4270,Mart B,2021,10,PRD43,Neem Oil,1217
4271,Mart B,2021,11,PRD43,Neem Oil,1301
4272,Mart B,2021,12,PRD43,Neem Oil,935
4273,Mart B,2018,1,PRD44,Sesame Oil,1429
4274,Mart B,2018,2,PRD44,Sesame Oil,1458
4275,Mart B,2018,3,PRD44,Sesame Oil,2033
4276,Mart B,2018,4,PRD44,Sesame Oil,2214
4277,Mart B,2018,5,PRD44,Sesame Oil,2447
4278,Mart B,2018,6,PRD44,Sesame Oil,2509
4279,Mart B,2018,7,PRD44,Sesame Oil,2822
4280,Mart B,2018,8,PRD44,Sesame Oil,2441
4281,Mart B,2018,9,PRD44,Sesame Oil,2273
4282,Mart B,2018,10,PRD44,Sesame Oil,2130
4283,Mart B,2018,11,PRD44,Sesame Oil,2184
4284,Mart B,2018,12,PRD44,Sesame Oil,1640
4285,Mart B,2019,1,PRD44,Sesame Oil,1711
4286,Mart B,2019,2,PRD44,Sesame Oil,1722
4287,Mart B,2019,3,PRD44,Sesame Oil,2276
4288,Mart B,2019,4,PRD44,Sesame Oil,2602
4289,Mart B,2019,5,PRD44,Sesame Oil,2807
4290,Mart B,2019,6,PRD44,Sesame Oil,2969
4291,Mart B,2019,7,PRD44,Sesame Oil,3153
4292,Mart B,2019,8,PRD44,Sesame Oil,2858
4293,Mart B,2019,9,PRD44,Sesame Oil,2585
4294,Mart B,2019,10,PRD44,Sesame Oil,2453
4295,Mart B,2019,11,PRD44,Sesame Oil,2627
4296,Mart B,2019,12,PRD44,Sesame Oil,1894
4297,Mart B,2020,1,PRD44,Sesame Oil,1780
4298,Mart B,2020,2,PRD44,Sesame Oil,1766
4299,Mart B,2020,3,PRD44,Sesame Oil,2380
4300,Mart B,2020,4,PRD44,Sesame Oil,2687
4301,Mart B,2020,5,PRD44,Sesame Oil,2983
4302,Mart B,2020,6,PRD44,Sesame Oil,3104
4303,Mart B,2020,7,PRD44,Sesame Oil,3321
4304,Mart B,2020,8,PRD44,Sesame Oil,3038
4305,Mart B,2020,9,PRD44,Sesame Oil,2654
4306,Mart B,2020,10,PRD44,Sesame Oil,2570
4307,Mart B,2020,11,PRD44,Sesame Oil,2631
4308,Mart B,2020,12,PRD44,Sesame Oil,1953
4309,Mart B,2021,1,PRD44,Sesame Oil,2022
4310,Mart B,2021,2,PRD44,Sesame Oil,1879
4311,Mart B,2021,3,PRD44,Sesame Oil,2525
4312,Mart B,2021,4,PRD44,Sesame Oil,2949
4313,Mart B,2021,5,PRD44,Sesame Oil,3169
4314,Mart B,2021,6,PRD44,Sesame Oil,3347
4315,Mart B,2021,7,PRD44,Sesame Oil,3809
4316,Mart B,2021,8,PRD44,Sesame Oil,3191
4317,Mart B,2021,9,PRD44,Sesame Oil,2905
4318,Mart B,2021,10,PRD44,Sesame Oil,2785
4319,Mart B,2021,11,PRD44,Sesame Oil,2909
4320,Mart B,2021,12,PRD44,Sesame Oil,2195
4321,Mart C,2018,1,PRD01,Cumin Seeds,1126
4322,Mart C,2018,2,PRD01,Cumin Seeds,1185
4323,Mart C,2018,3,PRD01,Cumin Seeds,1527
4324,Mart C,2018,4,PRD01,Cumin Seeds,1688
4325,Mart C,2018,5,PRD01,Cumin Seeds,1976
4326,Mart C,2018,6,PRD01,Cumin Seeds,2030
4327,Mart C,2018,7,PRD01,Cumin Seeds,2155
4328,Mart C,2018,8,PRD01,Cumin Seeds,1919
4329,Mart C,2018,9,PRD01,Cumin Seeds,1768
4330,Mart C,2018,10,PRD01,Cumin Seeds,1707
4331,Mart C,2018,11,PRD01,Cumin Seeds,1753
4332,Mart C,2018,12,PRD01,Cumin Seeds,1315
4333,Mart C,2019,1,PRD01,Cumin Seeds,1344
4334,Mart C,2019,2,PRD01,Cumin Seeds,1306
4335,Mart C,2019,3,PRD01,Cumin Seeds,1773
4336,Mart C,2019,4,PRD01,Cumin Seeds,2125
4337,Mart C,2019,5,PRD01,Cumin Seeds,2298
4338,Mart C,2019,6,PRD01,Cumin Seeds,2303
4339,Mart C,2019,7,PRD01,Cumin Seeds,2457
4340,Mart C,2019,8,PRD01,Cumin Seeds,2272
4341,Mart C,2019,9,PRD01,Cumin Seeds,2100
4342,Mart C,2019,10,PRD01,Cumin Seeds,1960
4343,Mart C,2019,11,PRD01,Cumin Seeds,2041
4344,Mart C,2019,12,PRD01,Cumin Seeds,1484
4345,Mart C,2020,1,PRD01,Cumin Seeds,1397
4346,Mart C,2020,2,PRD01,Cumin Seeds,1489
4347,Mart C,2020,3,PRD01,Cumin Seeds,1939
4348,Mart C,2020,4,PRD01,Cumin Seeds,2157
4349,Mart C,2020,5,PRD01,Cumin Seeds,2439
4350,Mart C,2020,6,PRD01,Cumin Seeds,2369
4351,Mart C,2020,7,PRD01,Cumin Seeds,2697
4352,Mart C,2020,8,PRD01,Cumin Seeds,2353
4353,Mart C,2020,9,PRD01,Cumin Seeds,2126
4354,Mart C,2020,10,PRD01,Cumin Seeds,2055
4355,Mart C,2020,11,PRD01,Cumin Seeds,2162
4356,Mart C,2020,12,PRD01,Cumin Seeds,1559
4357,Mart C,2021,1,PRD01,Cumin Seeds,1507
4358,Mart C,2021,2,PRD01,Cumin Seeds,1540
4359,Mart C,2021,3,PRD01,Cumin Seeds,2121
4360,Mart C,2021,4,PRD01,Cumin Seeds,2292
4361,Mart C,2021,5,PRD01,Cumin Seeds,2530
4362,Mart C,2021,6,PRD01,Cumin Seeds,2614
4363,Mart C,2021,7,PRD01,Cumin Seeds,2958
4364,Mart C,2021,8,PRD01,Cumin Seeds,2596
4365,Mart C,2021,9,PRD01,Cumin Seeds,2320
4366,Mart C,2021,10,PRD01,Cumin Seeds,2298
4367,Mart C,2021,11,PRD01,Cumin Seeds,2269
4368,Mart C,2021,12,PRD01,Cumin Seeds,1607
4369,Mart C,2018,1,PRD02,Urad Dal,1157
4370,Mart C,2018,2,PRD02,Urad Dal,1121
4371,Mart C,2018,3,PRD02,Urad Dal,1496
4372,Mart C,2018,4,PRD02,Urad Dal,1769
4373,Mart C,2018,5,PRD02,Urad Dal,1888
4374,Mart C,2018,6,PRD02,Urad Dal,2028
4375,Mart C,2018,7,PRD02,Urad Dal,2236
4376,Mart C,2018,8,PRD02,Urad Dal,2001
4377,Mart C,2018,9,PRD02,Urad Dal,1762
4378,Mart C,2018,10,PRD02,Urad Dal,1734
4379,Mart C,2018,11,PRD02,Urad Dal,1732
4380,Mart C,2018,12,PRD02,Urad Dal,1264
4381,Mart C,2019,1,PRD02,Urad Dal,1365
4382,Mart C,2019,2,PRD02,Urad Dal,1360
4383,Mart C,2019,3,PRD02,Urad Dal,1832
4384,Mart C,2019,4,PRD02,Urad Dal,2088
4385,Mart C,2019,5,PRD02,Urad Dal,2166
4386,Mart C,2019,6,PRD02,Urad Dal,2341
4387,Mart C,2019,7,PRD02,Urad Dal,2496
4388,Mart C,2019,8,PRD02,Urad Dal,2213
4389,Mart C,2019,9,PRD02,Urad Dal,1969
4390,Mart C,2019,10,PRD02,Urad Dal,1906
4391,Mart C,2019,11,PRD02,Urad Dal,2013
4392,Mart C,2019,12,PRD02,Urad Dal,1521
4393,Mart C,2020,1,PRD02,Urad Dal,1366
4394,Mart C,2020,2,PRD02,Urad Dal,1422
4395,Mart C,2020,3,PRD02,Urad Dal,1910
4396,Mart C,2020,4,PRD02,Urad Dal,2045
4397,Mart C,2020,5,PRD02,Urad Dal,2323
4398,Mart C,2020,6,PRD02,Urad Dal,2434
4399,Mart C,2020,7,PRD02,Urad Dal,2633
4400,Mart C,2020,8,PRD02,Urad Dal,2291
4401,Mart C,2020,9,PRD02,Urad Dal,2099
4402,Mart C,2020,10,PRD02,Urad Dal,2035
4403,Mart C,2020,11,PRD02,Urad Dal,2113
4404,Mart C,2020,12,PRD02,Urad Dal,1525
4405,Mart C,2021,1,PRD02,Urad Dal,1537
4406,Mart C,2021,2,PRD02,Urad Dal,1571
4407,Mart C,2021,3,PRD02,Urad Dal,2004
4408,Mart C,2021,4,PRD02,Urad Dal,2341
4409,Mart C,2021,5,PRD02,Urad Dal,2539
4410,Mart C,2021,6,PRD02,Urad Dal,2658
4411,Mart C,2021,7,PRD02,Urad Dal,2883
4412,Mart C,2021,8,PRD02,Urad Dal,2576
4413,Mart C,2021,9,PRD02,Urad Dal,2255
4414,Mart C,2021,10,PRD02,Urad Dal,2209
4415,Mart C,2021,11,PRD02,Urad Dal,2305
4416,Mart C,2021,12,PRD02,Urad Dal,1682
4417,Mart C,2018,1,PRD03,Groundnuts,1556
4418,Mart C,2018,2,PRD03,Groundnuts,1488
4419,Mart C,2018,3,PRD03,Groundnuts,2029
4420,Mart C,2018,4,PRD03,Groundnuts,2289
4421,Mart C,2018,5,PRD03,Groundnuts,2492
4422,Mart C,2018,6,PRD03,Groundnuts,2526
4423,Mart C,2018,7,PRD03,Groundnuts,2878
4424,Mart C,2018,8,PRD03,Groundnuts,2504
4425,Mart C,2018,9,PRD03,Groundnuts,2322
4426,Mart C,2018,10,PRD03,Groundnuts,2141
4427,Mart C,2018,11,PRD03,Groundnuts,2293
4428,Mart C,2018,12,PRD03,Groundnuts,1704
4429,Mart C,2019,1,PRD03,Groundnuts,1753
4430,Mart C,2019,2,PRD03,Groundnuts,1835
4431,Mart C,2019,3,PRD03,Groundnuts,2347
4432,Mart C,2019,4,PRD03,Groundnuts,2718
4433,Mart C,2019,5,PRD03,Groundnuts,2967
4434,Mart C,2019,6,PRD03,Groundnuts,3021
4435,Mart C,2019,7,PRD03,Groundnuts,3398
4436,Mart C,2019,8,PRD03,Groundnuts,2956
4437,Mart C,2019,9,PRD03,Groundnuts,2571
4438,Mart C,2019,10,PRD03,Groundnuts,2566
4439,Mart C,2019,11,PRD03,Groundnuts,2733
4440,Mart C,2019,12,PRD03,Groundnuts,1915
4441,Mart C,2020,1,PRD03,Groundnuts,1849
4442,Mart C,2020,2,PRD03,Groundnuts,1854
4443,Mart C,2020,3,PRD03,Groundnuts,2448
4444,Mart C,2020,4,PRD03,Groundnuts,2848
4445,Mart C,2020,5,PRD03,Groundnuts,3153
4446,Mart C,2020,6,PRD03,Groundnuts,3162
4447,Mart C,2020,7,PRD03,Groundnuts,3375
4448,Mart C,2020,8,PRD03,Groundnuts,3179
4449,Mart C,2020,9,PRD03,Groundnuts,2833
4450,Mart C,2020,10,PRD03,Groundnuts,2622
4451,Mart C,2020,11,PRD03,Groundnuts,2711
4452,Mart C,2020,12,PRD03,Groundnuts,2005
4453,Mart C,2021,1,PRD03,Groundnuts,2037
4454,Mart C,2021,2,PRD03,Groundnuts,1989
4455,Mart C,2021,3,PRD03,Groundnuts,2640
4456,Mart C,2021,4,PRD03,Groundnuts,3119
4457,Mart C,2021,5,PRD03,Groundnuts,3333
4458,Mart C,2021,6,PRD03,Groundnuts,3543
4459,Mart C,2021,7,PRD03,Groundnuts,3830
4460,Mart C,2021,8,PRD03,Groundnuts,3219
4461,Mart C,2021,9,PRD03,Groundnuts,2973
4462,Mart C,2021,10,PRD03,Groundnuts,2895
4463,Mart C,2021,11,PRD03,Groundnuts,2930
4464,Mart C,2021,12,PRD03,Groundnuts,2276
4465,Mart C,2018,1,PRD04,Turmeric,996
4466,Mart C,2018,2,PRD04,Turmeric,1041
4467,Mart C,2018,3,PRD04,Turmeric,1417
4468,Mart C,2018,4,PRD04,Turmeric,1600
4469,Mart C,2018,5,PRD04,Turmeric,1696
4470,Mart C,2018,6,PRD04,Turmeric,1708
4471,Mart C,2018,7,PRD04,Turmeric,1854
4472,Mart C,2018,8,PRD04,Turmeric,1803
4473,Mart C,2018,9,PRD04,Turmeric,1580
4474,Mart C,2018,10,PRD04,Turmeric,1498
4475,Mart C,2018,11,PRD04,Turmeric,1511
4476,Mart C,2018,12,PRD04,Turmeric,1145
4477,Mart C,2019,1,PRD04,Turmeric,1176
4478,Mart C,2019,2,PRD04,Turmeric,1205
4479,Mart C,2019,3,PRD04,Turmeric,1608
4480,Mart C,2019,4,PRD04,Turmeric,1742
4481,Mart C,2019,5,PRD04,Turmeric,2037
4482,Mart C,2019,6,PRD04,Turmeric,2027
4483,Mart C,2019,7,PRD04,Turmeric,2105
4484,Mart C,2019,8,PRD04,Turmeric,1957
4485,Mart C,2019,9,PRD04,Turmeric,1760
4486,Mart C,2019,10,PRD04,Turmeric,1694
4487,Mart C,2019,11,PRD04,Turmeric,1776
4488,Mart C,2019,12,PRD04,Turmeric,1321
4489,Mart C,2020,1,PRD04,Turmeric,1244
4490,Mart C,2020,2,PRD04,Turmeric,1283
4491,Mart C,2020,3,PRD04,Turmeric,1686
4492,Mart C,2020,4,PRD04,Turmeric,1844
4493,Mart C,2020,5,PRD04,Turmeric,2064
4494,Mart C,2020,6,PRD04,Turmeric,2079
4495,Mart C,2020,7,PRD04,Turmeric,2362
4496,Mart C,2020,8,PRD04,Turmeric,2089
4497,Mart C,2020,9,PRD04,Turmeric,1896
4498,Mart C,2020,10,PRD04,Turmeric,1741
4499,Mart C,2020,11,PRD04,Turmeric,1836
4500,Mart C,2020,12,PRD04,Turmeric,1365
4501,Mart C,2021,1,PRD04,Turmeric,1311
4502,Mart C,2021,2,PRD04,Turmeric,1338
4503,Mart C,2021,3,PRD04,Turmeric,1880
4504,Mart C,2021,4,PRD04,Turmeric,2016
4505,Mart C,2021,5,PRD04,Turmeric,2139
4506,Mart C,2021,6,PRD04,Turmeric,2307
4507,Mart C,2021,7,PRD04,Turmeric,2556
4508,Mart C,2021,8,PRD04,Turmeric,2190
4509,Mart C,2021,9,PRD04,Turmeric,2041
4510,Mart C,2021,10,PRD04,Turmeric,1973
4511,Mart C,2021,11,PRD04,Turmeric,1961
4512,Mart C,2021,12,PRD04,Turmeric,1523
4513,Mart C,2018,1,PRD05,Fenugreek Seeds,1396
4514,Mart C,2018,2,PRD05,Fenugreek Seeds,1415
4515,Mart C,2018,3,PRD05,Fenugreek Seeds,2007
4516,Mart C,2018,4,PRD05,Fenugreek Seeds,2182
4517,Mart C,2018,5,PRD05,Fenugreek Seeds,2415
4518,Mart C,2018,6,PRD05,Fenugreek Seeds,2605
4519,Mart C,2018,7,PRD05,Fenugreek Seeds,2729
4520,Mart C,2018,8,PRD05,Fenugreek Seeds,2391
4521,Mart C,2018,9,PRD05,Fenugreek Seeds,2111
4522,Mart C,2018,10,PRD05,Fenugreek Seeds,2039
4523,Mart C,2018,11,PRD05,Fenugreek Seeds,2241
4524,Mart C,2018,12,PRD05,Fenugreek Seeds,1658
4525,Mart C,2019,1,PRD05,Fenugreek Seeds,1678
4526,Mart C,2019,2,PRD05,Fenugreek Seeds,1745
4527,Mart C,2019,3,PRD05,Fenugreek Seeds,2271
4528,Mart C,2019,4,PRD05,Fenugreek Seeds,2520
4529,Mart C,2019,5,PRD05,Fenugreek Seeds,2801
4530,Mart C,2019,6,PRD05,Fenugreek Seeds,2812
4531,Mart C,2019,7,PRD05,Fenugreek Seeds,3219
4532,Mart C,2019,8,PRD05,Fenugreek Seeds,2839
4533,Mart C,2019,9,PRD05,Fenugreek Seeds,2456
4534,Mart C,2019,10,PRD05,Fenugreek Seeds,2507
4535,Mart C,2019,11,PRD05,Fenugreek Seeds,2538
4536,Mart C,2019,12,PRD05,Fenugreek Seeds,1816
4537,Mart C,2020,1,PRD05,Fenugreek Seeds,1745
4538,Mart C,2020,2,PRD05,Fenugreek Seeds,1740
4539,Mart C,2020,3,PRD05,Fenugreek Seeds,2317
4540,Mart C,2020,4,PRD05,Fenugreek Seeds,2680
4541,Mart C,2020,5,PRD05,Fenugreek Seeds,2914
4542,Mart C,2020,6,PRD05,Fenugreek Seeds,2974
4543,Mart C,2020,7,PRD05,Fenugreek Seeds,3299
4544,Mart C,2020,8,PRD05,Fenugreek Seeds,2928
4545,Mart C,2020,9,PRD05,Fenugreek Seeds,2518
4546,Mart C,2020,10,PRD05,Fenugreek Seeds,2451
4547,Mart C,2020,11,PRD05,Fenugreek Seeds,2651
4548,Mart C,2020,12,PRD05,Fenugreek Seeds,1906
4549,Mart C,2021,1,PRD05,Fenugreek Seeds,1912
4550,Mart C,2021,2,PRD05,Fenugreek Seeds,1914
4551,Mart C,2021,3,PRD05,Fenugreek Seeds,2549
4552,Mart C,2021,4,PRD05,Fenugreek Seeds,3020
4553,Mart C,2021,5,PRD05,Fenugreek Seeds,3158
4554,Mart C,2021,6,PRD05,Fenugreek Seeds,3289
4555,Mart C,2021,7,PRD05,Fenugreek Seeds,3611
4556,Mart C,2021,8,PRD05,Fenugreek Seeds,3122
4557,Mart C,2021,9,PRD05,Fenugreek Seeds,2900
4558,Mart C,2021,10,PRD05,Fenugreek Seeds,2823
4559,Mart C,2021,11,PRD05,Fenugreek Seeds,2898
4560,Mart C,2021,12,PRD05,Fenugreek Seeds,2112
4561,Mart C,2018,1,PRD06,Rice,1383
4562,Mart C,2018,2,PRD06,Rice,1440
4563,Mart C,2018,3,PRD06,Rice,1873
4564,Mart C,2018,4,PRD06,Rice,2110
4565,Mart C,2018,5,PRD06,Rice,2331
4566,Mart C,2018,6,PRD06,Rice,2450
4567,Mart C,2018,7,PRD06,Rice,2574
4568,Mart C,2018,8,PRD06,Rice,2321
4569,Mart C,2018,9,PRD06,Rice,2097
4570,Mart C,2018,10,PRD06,Rice,2078
4571,Mart C,2018,11,PRD06,Rice,2112
4572,Mart C,2018,12,PRD06,Rice,1484
4573,Mart C,2019,1,PRD06,Rice,1584
4574,Mart C,2019,2,PRD06,Rice,1569
4575,Mart C,2019,3,PRD06,Rice,2151
4576,Mart C,2019,4,PRD06,Rice,2486
4577,Mart C,2019,5,PRD06,Rice,2617
4578,Mart C,2019,6,PRD06,Rice,2716
4579,Mart C,2019,7,PRD06,Rice,2934
4580,Mart C,2019,8,PRD06,Rice,2575
4581,Mart C,2019,9,PRD06,Rice,2395
4582,Mart C,2019,10,PRD06,Rice,2318
4583,Mart C,2019,11,PRD06,Rice,2411
4584,Mart C,2019,12,PRD06,Rice,1771
4585,Mart C,2020,1,PRD06,Rice,1660
4586,Mart C,2020,2,PRD06,Rice,1652
4587,Mart C,2020,3,PRD06,Rice,2207
4588,Mart C,2020,4,PRD06,Rice,2488
4589,Mart C,2020,5,PRD06,Rice,2764
4590,Mart C,2020,6,PRD06,Rice,2848
4591,Mart C,2020,7,PRD06,Rice,3197
4592,Mart C,2020,8,PRD06,Rice,2724
4593,Mart C,2020,9,PRD06,Rice,2540
4594,Mart C,2020,10,PRD06,Rice,2378
4595,Mart C,2020,11,PRD06,Rice,2516
4596,Mart C,2020,12,PRD06,Rice,1932
4597,Mart C,2021,1,PRD06,Rice,1841
4598,Mart C,2021,2,PRD06,Rice,1889
4599,Mart C,2021,3,PRD06,Rice,2318
4600,Mart C,2021,4,PRD06,Rice,2726
4601,Mart C,2021,5,PRD06,Rice,3001
4602,Mart C,2021,6,PRD06,Rice,3128
4603,Mart C,2021,7,PRD06,Rice,3497
4604,Mart C,2021,8,PRD06,Rice,3075
4605,Mart C,2021,9,PRD06,Rice,2754
4606,Mart C,2021,10,PRD06,Rice,2574
4607,Mart C,2021,11,PRD06,Rice,2599
4608,Mart C,2021,12,PRD06,Rice,1960
4609,Mart C,2018,1,PRD07,Millet,1396
4610,Mart C,2018,2,PRD07,Millet,1373
4611,Mart C,2018,3,PRD07,Millet,1871
4612,Mart C,2018,4,PRD07,Millet,2058
4613,Mart C,2018,5,PRD07,Millet,2295
4614,Mart C,2018,6,PRD07,Millet,2445
4615,Mart C,2018,7,PRD07,Millet,2665
4616,Mart C,2018,8,PRD07,Millet,2374
4617,Mart C,2018,9,PRD07,Millet,2151
4618,Mart C,2018,10,PRD07,Millet,2030
4619,Mart C,2018,11,PRD07,Millet,2089
4620,Mart C,2018,12,PRD07,Millet,1533
4621,Mart C,2019,1,PRD07,Millet,1560
4622,Mart C,2019,2,PRD07,Millet,1588
4623,Mart C,2019,3,PRD07,Millet,2128
4624,Mart C,2019,4,PRD07,Millet,2327
4625,Mart C,2019,5,PRD07,Millet,2597
4626,Mart C,2019,6,PRD07,Millet,2833
4627,Mart C,2019,7,PRD07,Millet,2919
4628,Mart C,2019,8,PRD07,Millet,2598
4629,Mart C,2019,9,PRD07,Millet,2332
4630,Mart C,2019,10,PRD07,Millet,2279
4631,Mart C,2019,11,PRD07,Millet,2382
4632,Mart C,2019,12,PRD07,Millet,1740
4633,Mart C,2020,1,PRD07,Millet,1663
4634,Mart C,2020,2,PRD07,Millet,1689
4635,Mart C,2020,3,PRD07,Millet,2221
4636,Mart C,2020,4,PRD07,Millet,2553
4637,Mart C,2020,5,PRD07,Millet,2830
4638,Mart C,2020,6,PRD07,Millet,2820
4639,Mart C,2020,7,PRD07,Millet,3233
4640,Mart C,2020,8,PRD07,Millet,2779
4641,Mart C,2020,9,PRD07,Millet,2528
4642,Mart C,2020,10,PRD07,Millet,2452
4643,Mart C,2020,11,PRD07,Millet,2505
4644,Mart C,2020,12,PRD07,Millet,1899
4645,Mart C,2021,1,PRD07,Millet,1800
4646,Mart C,2021,2,PRD07,Millet,1828
4647,Mart C,2021,3,PRD07,Millet,2402
4648,Mart C,2021,4,PRD07,Millet,2844
4649,Mart C,2021,5,PRD07,Millet,2930
4650,Mart C,2021,6,PRD07,Millet,3069
4651,Mart C,2021,7,PRD07,Millet,3441
4652,Mart C,2021,8,PRD07,Millet,2953
4653,Mart C,2021,9,PRD07,Millet,2628
4654,Mart C,2021,10,PRD07,Millet,2600
4655,Mart C,2021,11,PRD07,Millet,2685
4656,Mart C,2021,12,PRD07,Millet,2023
4657,Mart C,2018,1,PRD08,Maize,1673
4658,Mart C,2018,2,PRD08,Maize,1613
4659,Mart C,2018,3,PRD08,Maize,2295
4660,Mart C,2018,4,PRD08,Maize,2503
4661,Mart C,2018,5,PRD08,Maize,2781
4662,Mart C,2018,6,PRD08,Maize,2959
4663,Mart C,2018,7,PRD08,Maize,3175
4664,Mart C,2018,8,PRD08,Maize,2825
4665,Mart C,2018,9,PRD08,Maize,2573
4666,Mart C,2018,10,PRD08,Maize,2412
4667,Mart C,2018,11,PRD08,Maize,2557
4668,Mart C,2018,12,PRD08,Maize,1823
4669,Mart C,2019,1,PRD08,Maize,1868
4670,Mart C,2019,2,PRD08,Maize,1986
4671,Mart C,2019,3,PRD08,Maize,2608
4672,Mart C,2019,4,PRD08,Maize,2925
4673,Mart C,2019,5,PRD08,Maize,3226
4674,Mart C,2019,6,PRD08,Maize,3326
4675,Mart C,2019,7,PRD08,Maize,3689
4676,Mart C,2019,8,PRD08,Maize,3251
4677,Mart C,2019,9,PRD08,Maize,2892
4678,Mart C,2019,10,PRD08,Maize,2710
4679,Mart C,2019,11,PRD08,Maize,2946
4680,Mart C,2019,12,PRD08,Maize,2076
4681,Mart C,2020,1,PRD08,Maize,2046
4682,Mart C,2020,2,PRD08,Maize,1945
4683,Mart C,2020,3,PRD08,Maize,2641
4684,Mart C,2020,4,PRD08,Maize,3059
4685,Mart C,2020,5,PRD08,Maize,3476
4686,Mart C,2020,6,PRD08,Maize,3461
4687,Mart C,2020,7,PRD08,Maize,3819
4688,Mart C,2020,8,PRD08,Maize,3320
4689,Mart C,2020,9,PRD08,Maize,3026
4690,Mart C,2020,10,PRD08,Maize,2960
4691,Mart C,2020,11,PRD08,Maize,3060
4692,Mart C,2020,12,PRD08,Maize,2253
4693,Mart C,2021,1,PRD08,Maize,2308
4694,Mart C,2021,2,PRD08,Maize,2265
4695,Mart C,2021,3,PRD08,Maize,2867
4696,Mart C,2021,4,PRD08,Maize,3374
4697,Mart C,2021,5,PRD08,Maize,3782
4698,Mart C,2021,6,PRD08,Maize,3772
4699,Mart C,2021,7,PRD08,Maize,4310
4700,Mart C,2021,8,PRD08,Maize,3534
4701,Mart C,2021,9,PRD08,Maize,3210
4702,Mart C,2021,10,PRD08,Maize,3082
4703,Mart C,2021,11,PRD08,Maize,3227
4704,Mart C,2021,12,PRD08,Maize,2436
4705,Mart C,2018,1,PRD09,Salt,1198
4706,Mart C,2018,2,PRD09,Salt,1173
4707,Mart C,2018,3,PRD09,Salt,1521
4708,Mart C,2018,4,PRD09,Salt,1801
4709,Mart C,2018,5,PRD09,Salt,1941
4710,Mart C,2018,6,PRD09,Salt,1992
4711,Mart C,2018,7,PRD09,Salt,2221
4712,Mart C,2018,8,PRD09,Salt,1941
4713,Mart C,2018,9,PRD09,Salt,1781
4714,Mart C,2018,10,PRD09,Salt,1666
4715,Mart C,2018,11,PRD09,Salt,1692
4716,Mart C,2018,12,PRD09,Salt,1284
4717,Mart C,2019,1,PRD09,Salt,1367
4718,Mart C,2019,2,PRD09,Salt,1336
4719,Mart C,2019,3,PRD09,Salt,1782
4720,Mart C,2019,4,PRD09,Salt,2043
4721,Mart C,2019,5,PRD09,Salt,2263
